Отчёт по продажам;
Период: с 01/12/2019 по 05/06/2022;
Итого: 2929230.00;
;
Дата продажи;Код;Наименование;Количество;Сумма;Итого за дату;
13/10/2021;24;КОНФЕТЫ НЕГЛАЗ. МИНДАЛЬНОЕ ЛАКОМСТВО АССОРТИ (КОРЗИНОЧКА) 100Г АЦТЕК;1;300.00;1070.00;
13/10/2021;5;конфеты;1;290.00;1070.00;
13/10/2021;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;1;180.00;1070.00;
13/10/2021;37;осмотр музея;3;300.00;1070.00;
14/10/2021;37;осмотр музея;3;300.00;300.00;
15/10/2021;1;конфеты гл. Марцепан с вишн.нач и коньяком 140г.;1;290.00;290.00;
16/10/2021;42;Сибирский Кедр КЕДРОВЫЙ МАРЦИПАН ассорти с клюквой,малиной,облепихой упак 170 гр (Томск);1;380.00;5930.00;
16/10/2021;23;Батончик глазированный "Марципановый батончик классический" 50 гр;1;120.00;5930.00;
16/10/2021;27;СИБИРСКИЙ КЕДР Кедровый марципан в шоколадной глазури (коробка), 170 гр ;1;350.00;5930.00;
16/10/2021;28;конфеты кедровые в ассортименте;2;60.00;5930.00;
16/10/2021;40;чай;2;20.00;5930.00;
16/10/2021;35;мастер-класс;6;3600.00;5930.00;
16/10/2021;37;осмотр музея;14;1400.00;5930.00;
17/10/2021;26;конфеты гл. Марцепан с кус.клубники 98г.;1;250.00;21090.00;
17/10/2021;24;КОНФЕТЫ НЕГЛАЗ. МИНДАЛЬНОЕ ЛАКОМСТВО АССОРТИ (КОРЗИНОЧКА) 100Г АЦТЕК;1;300.00;21090.00;
17/10/2021;15;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;1;120.00;21090.00;
17/10/2021;30;марципан в элитном шоколаде;1;60.00;21090.00;
17/10/2021;4;Fun marzipan для лепки 75 г;1;270.00;21090.00;
17/10/2021;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;1;180.00;21090.00;
17/10/2021;14;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;1;120.00;21090.00;
17/10/2021;47;Конфеты глазированные "Марципан с вишневой начинкой" 140 гр. Грондард;1;290.00;21090.00;
17/10/2021;27;СИБИРСКИЙ КЕДР Кедровый марципан в шоколадной глазури (коробка), 170 гр ;1;350.00;21090.00;
17/10/2021;16;картошка с мокко;1;250.00;21090.00;
17/10/2021;1;конфеты гл. Марцепан с вишн.нач и коньяком 140г.;1;290.00;21090.00;
17/10/2021;3;Марципан с апельсиновой начинкой в шоколадной глазури 140 гр. /Vintage/;2;580.00;21090.00;
17/10/2021;12;БатонЧик Шлягер Вкуса Марципан с ромом 45гр Россия;2;240.00;21090.00;
17/10/2021;8;"КОНФЕТЫ МАРЦИПАНОВЫЕ ПРАЛИНЕ ""МАРЦИПАНЪ"" 200ГР";3;750.00;21090.00;
17/10/2021;19;Батончик глазир.Марципановый батончик с начинкой шоколадный мусс 50г;3;360.00;21090.00;
17/10/2021;42;Сибирский Кедр КЕДРОВЫЙ МАРЦИПАН ассорти с клюквой,малиной,облепихой упак 170 гр (Томск);4;1520.00;21090.00;
17/10/2021;40;чай;8;80.00;21090.00;
17/10/2021;35;мастер-класс;15;9000.00;21090.00;
17/10/2021;28;конфеты кедровые в ассортименте;36;1080.00;21090.00;
17/10/2021;37;осмотр музея;50;5000.00;21090.00;
18/10/2021;37;осмотр музея;2;200.00;200.00;
19/10/2021;5;конфеты;1;290.00;960.00;
19/10/2021;42;Сибирский Кедр КЕДРОВЫЙ МАРЦИПАН ассорти с клюквой,малиной,облепихой упак 170 гр (Томск);1;380.00;960.00;
19/10/2021;47;Конфеты глазированные "Марципан с вишневой начинкой" 140 гр. Грондард;1;290.00;960.00;
20/10/2021;24;КОНФЕТЫ НЕГЛАЗ. МИНДАЛЬНОЕ ЛАКОМСТВО АССОРТИ (КОРЗИНОЧКА) 100Г АЦТЕК;1;300.00;1110.00;
20/10/2021;4;Fun marzipan для лепки 75 г;3;810.00;1110.00;
21/10/2021;37;осмотр музея;1;100.00;100.00;
22/10/2021;24;КОНФЕТЫ НЕГЛАЗ. МИНДАЛЬНОЕ ЛАКОМСТВО АССОРТИ (КОРЗИНОЧКА) 100Г АЦТЕК;1;300.00;1570.00;
22/10/2021;3;Марципан с апельсиновой начинкой в шоколадной глазури 140 гр. /Vintage/;1;290.00;1570.00;
22/10/2021;23;Батончик глазированный "Марципановый батончик классический" 50 гр;2;240.00;1570.00;
22/10/2021;4;Fun marzipan для лепки 75 г;2;540.00;1570.00;
22/10/2021;37;осмотр музея;2;200.00;1570.00;
23/10/2021;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;1;120.00;10820.00;
23/10/2021;4;Fun marzipan для лепки 75 г;1;270.00;10820.00;
23/10/2021;19;Батончик глазир.Марципановый батончик с начинкой шоколадный мусс 50г;1;120.00;10820.00;
23/10/2021;22;Батончик глазир.Марципановый батончик с начинкой шоколадный мусс 50г;1;120.00;10820.00;
23/10/2021;46;батончик с клюквой;1;120.00;10820.00;
23/10/2021;21;Батончик глазир.Марципановый батончик с кокосовой начинкой 50г;2;240.00;10820.00;
23/10/2021;17;конфеты негл.Марципановая картошка 160г.;3;750.00;10820.00;
23/10/2021;35;мастер-класс;9;5400.00;10820.00;
23/10/2021;28;конфеты кедровые в ассортименте;16;480.00;10820.00;
23/10/2021;37;осмотр музея;32;3200.00;10820.00;
24/10/2021;35;мастер-класс;3;1800.00;3250.00;
24/10/2021;37;осмотр музея;4;400.00;3250.00;
24/10/2021;38;экскурсия в музее;7;1050.00;3250.00;
25/10/2021;4;Fun marzipan для лепки 75 г;1;270.00;590.00;
25/10/2021;37;осмотр музея;2;200.00;590.00;
25/10/2021;28;конфеты кедровые в ассортименте;4;120.00;590.00;
26/10/2021;11;БатонЧик Шлягер Вкуса Марципан с корицей 45гр Россия;1;120.00;920.00;
26/10/2021;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;1;120.00;920.00;
26/10/2021;23;Батончик глазированный "Марципановый батончик классический" 50 гр;1;120.00;920.00;
26/10/2021;41;(Марципан СПб) Марципановая масса Пластилин 100г;1;150.00;920.00;
26/10/2021;56;Батончик вишня с коньяком;1;120.00;920.00;
26/10/2021;1;конфеты гл. Марцепан с вишн.нач и коньяком 140г.;1;290.00;920.00;
27/10/2021;8;"КОНФЕТЫ МАРЦИПАНОВЫЕ ПРАЛИНЕ ""МАРЦИПАНЪ"" 200ГР";1;250.00;4960.00;
27/10/2021;35;мастер-класс;2;1200.00;4960.00;
27/10/2021;6;Конфеты глазированные Грондини чернослив тм GRONDARD (Грондард);2;580.00;4960.00;
27/10/2021;47;Конфеты глазированные "Марципан с вишневой начинкой" 140 гр. Грондард;2;580.00;4960.00;
27/10/2021;23;Батончик глазированный "Марципановый батончик классический" 50 гр;5;600.00;4960.00;
27/10/2021;28;конфеты кедровые в ассортименте;5;150.00;4960.00;
27/10/2021;37;осмотр музея;10;1000.00;4960.00;
27/10/2021;29;марципановые фрукты в ассортименте;12;600.00;4960.00;
28/10/2021;26;конфеты гл. Марцепан с кус.клубники 98г.;1;250.00;5240.00;
28/10/2021;37;осмотр музея;1;100.00;5240.00;
28/10/2021;3;Марципан с апельсиновой начинкой в шоколадной глазури 140 гр. /Vintage/;1;290.00;5240.00;
28/10/2021;55;Батончик апельсин с виски;1;120.00;5240.00;
28/10/2021;56;Батончик вишня с коньяком;1;120.00;5240.00;
28/10/2021;47;Конфеты глазированные "Марципан с вишневой начинкой" 140 гр. Грондард;1;290.00;5240.00;
28/10/2021;7;(Марципан СПб) К-ты марципановые Сладкое Трио 60г;1;140.00;5240.00;
28/10/2021;18;Марципан батончик апельсин Грондард;1;120.00;5240.00;
28/10/2021;1;конфеты гл. Марцепан с вишн.нач и коньяком 140г.;1;290.00;5240.00;
28/10/2021;53;Набор для лепки из марципана;2;1000.00;5240.00;
28/10/2021;30;марципан в элитном шоколаде;3;180.00;5240.00;
28/10/2021;17;конфеты негл.Марципановая картошка 160г.;6;1500.00;5240.00;
28/10/2021;29;марципановые фрукты в ассортименте;6;300.00;5240.00;
28/10/2021;28;конфеты кедровые в ассортименте;18;540.00;5240.00;
29/10/2021;11;БатонЧик Шлягер Вкуса Марципан с корицей 45гр Россия;1;120.00;6180.00;
29/10/2021;8;"КОНФЕТЫ МАРЦИПАНОВЫЕ ПРАЛИНЕ ""МАРЦИПАНЪ"" 200ГР";1;250.00;6180.00;
29/10/2021;5;конфеты;1;290.00;6180.00;
29/10/2021;10;БатонЧик Шлягер Вкуса Марципан классический 45гр Россия;1;120.00;6180.00;
29/10/2021;17;конфеты негл.Марципановая картошка 160г.;1;250.00;6180.00;
29/10/2021;20;Батончик глазированный "Марципановый батончик классич. в ассортименте, 50г;1;120.00;6180.00;
29/10/2021;56;Батончик вишня с коньяком;1;120.00;6180.00;
29/10/2021;40;чай;1;10.00;6180.00;
29/10/2021;35;мастер-класс;2;1200.00;6180.00;
29/10/2021;14;Марципан кедровый с облепихой /батончик шоу-бокс 24шт 50гр /Сибирский кедр/ 1шт;2;240.00;6180.00;
29/10/2021;18;Марципан батончик апельсин Грондард;2;240.00;6180.00;
29/10/2021;9;БатонЧик Шлягер Вкуса Марципан с кофе 45гр Россия;3;360.00;6180.00;
29/10/2021;43;Конфеты «Кедровый марципан» ассорти (классический, малина, облепиха, клюква) Акция Сибирский кедр), 70 г;4;720.00;6180.00;
29/10/2021;28;конфеты кедровые в ассортименте;8;240.00;6180.00;
29/10/2021;37;осмотр музея;19;1900.00;6180.00;
30/10/2021;11;БатонЧик Шлягер Вкуса Марципан с корицей 45гр Россия;1;120.00;25200.00;
